c_almacen,d_almacen,d_producto,c_color_proveedor,d_color_proveedor,to_cantidad,tot_venta,to_saldo,saldo_fecha,saldo_transito,saldo_separado,saldo_disponible,
43,PRICE SHOES WEB,732VENECIAGM,NEGR,NEGRO,1,33529,0,0,0,0,0
1,PRICE SHOES,022V1305-106-5881,CAME,CAMEL,0,0,0,0,1,0,0
43,PRICE SHOES WEB,663108D01,AZUL,AZUL,2,100714,0,1,0,0,0
42,PRICE SHOES,732051,BEIG,BEIGE,1,33571,0,0,0,0,0
48,PRICE SHOES # 48,732012,OROR,OROROSA,2,50294,0,0,0,0,0
39,PRICE SHOES,152CUSCO,NEGR,NEGRO,1,79748,0,0,0,0,0
40,PRICE SHOES,732012,OROR,OROROSA,1,33529,0,0,0,0,0
1,PRICE SHOES,022P130185-149,MULT,MULTICOLOR,0,0,0,0,1,0,0
43,PRICE SHOES WEB,182742,BEIG,BEIGE,1,49941,0,0,0,0,0
21,PRICE SHOES,6922733,NEGR,NEGRO,1,29370,0,0,0,0,0
37,PRICE SHOES,882P25,NEGR,NEGRO,4,143537,0,0,0,0,0
42,PRICE SHOES,67210-66,BEIG,BEIGE,0,0,0,0,12,0,0
48,PRICE SHOES # 48,272HUN,AMAR,AMARILLO,1,37773,0,0,0,0,0
36,PRICE SHOES,66311601NOB,NEGR,NEGRO,0,23924,0,0,0,0,0
25,PRICE SHOES,732051,BEIG,BEIGE,1,33571,0,0,0,0,0
36,PRICE SHOES,6922733,BLAN,BLANCO,1,29370,0,0,0,0,0
6,PRICE SHOES,022M5627-120-17789,BEIG,BEIGE,1,41975,0,0,0,0,0
43,PRICE SHOES WEB,663108D01,CAFE,CAFE,1,53714,0,0,0,0,0
43,PRICE SHOES WEB,752DANIELA,DORA,DORADO,1,60437,0,0,0,0,0
7,PRICE SHOES,882P25,AZUL,AZUL,3,113319,0,0,0,0,0
43,PRICE SHOES WEB,022A4804102,NEGR,NEGRO,1,70538,0,0,0,0,0
43,PRICE SHOES WEB,663106094,AZUL,AZUL,1,67160,0,1,0,0,0
43,PRICE SHOES WEB,152CHICAGO,NEGR,NEGRO,1,60437,0,0,0,0,0
48,PRICE SHOES # 48,692202,COCO,COCOA,3,82236,0,0,0,0,0
21,PRICE SHOES,7731C033,NEGR,NEGRO,0,0,0,0,2,0,0
46,PRICE SHOES # 46,66330014001-7,GENE,GENERICO,2,125966,0,0,0,0,0
6,PRICE SHOES,692205,MIEL,MIEL,1,29370,0,0,0,0,0
24,PRICE SHOES,6631042479,MIEL,MIEL,1,55824,0,0,0,0,0
6,PRICE SHOES,022M1285-100-5881,CAME,CAMEL,1,37773,0,1,0,0,0
900,BODEGA PRINCIPAL,182R15,NEGR,NEGRO,0,0,0,2,2,0,0
1,PRICE SHOES,632C001,ROSA,ROSADO,0,0,0,0,0,0,0
48,PRICE SHOES # 48,663123519,AZUL,AZUL,2,119622,0,0,0,0,0
46,PRICE SHOES # 46,022P111078-1,MULT,MULTICOLOR,0,0,0,1,0,0,0
21,PRICE SHOES,522CRISTIAN,ORO,ORO,0,0,0,0,13,0,0
1,PRICE SHOES,022M8379-204-13488,BEIG,BEIGE,0,0,0,0,2,0,0
21,PRICE SHOES,932W18048,MARR,MARRON,1,54580,0,0,0,0,0
6,PRICE SHOES,022M5027-1130-11464,NEGR,NEGRO,3,100713,0,2,0,0,0
37,PRICE SHOES,882ANGELA,ROJO,ROJO,1,33571,0,0,0,0,0
40,PRICE SHOES,732PANDERETA,AZUL,AZUL,1,25168,0,0,0,0,0
47,PRICE SHOES # 47,882P971,BLAN,BLANCO,1,41975,0,0,0,0,0
43,PRICE SHOES WEB,663116PEDRO,NEGR,NEGRO,5,318992,0,3,0,0,0
21,PRICE SHOES,732010,BEIG,BEIGE,0,0,0,0,2,0,0
45,PRICE SHOES # 45,9326099-C15,DORA,DORADO,1,33571,0,0,0,0,0
46,PRICE SHOES # 46,022V1143-353-14220,ROSA,ROSADO,0,0,0,4,0,0,0
43,PRICE SHOES WEB,022M2512-100-17463,FUCS,FUCSIA,2,70462,0,0,0,0,0
25,PRICE SHOES,732PANDERETA,AZUL,AZUL,0,0,0,0,1,0,0
24,PRICE SHOES,663113014,BEIG,BEIGE,-1,-33571,0,0,0,0,0
1,PRICE SHOES,262481,ROJO,ROJO,3,88110,0,0,0,0,0
21,PRICE SHOES,732063,AZUL,AZUL,1,75546,0,0,0,0,0
37,PRICE SHOES,7721KS20,AZUL,AZUL,1,19244,0,0,0,0,0
40,PRICE SHOES,732061,ROJO,ROJO,1,67143,0,0,0,0,0
42,PRICE SHOES,742CRISTY,NEGR,NEGRO,0,0,0,0,7,0,0
46,PRICE SHOES # 46,022B4136-158-13488,NEGR,NEGRO,3,100713,0,3,0,0,0
43,PRICE SHOES WEB,663108LC09,CAFE,CAFE,0,0,0,1,0,0,0
47,PRICE SHOES # 47,69205,AZUL,AZUL,2,50336,0,0,0,0,0
1,PRICE SHOES,022P540216,MULT,MULTICOLOR,0,0,0,0,3,0,0
6,PRICE SHOES,932A28923-40,BEIG,BEIGE,1,37773,0,0,0,0,0
6,PRICE SHOES,022M1185-702-7286,DURA,DURAZNO,1,37773,0,3,0,0,0
38,PRICE SHOES,732061,BEIG,BEIGE,1,67143,0,0,0,0,0
36,PRICE SHOES,882LUIS,MIEL,MIEL,2,75546,0,0,0,0,0
45,PRICE SHOES # 45,152LYON,BEIG,BEIGE,2,159496,0,0,0,0,0
22,PRICE SHOES,732051,MOST,MOSTAZA,0,0,0,1,0,0,0
25,PRICE SHOES,602441,AZUL,AZUL,5,115772,0,0,0,0,0
21,PRICE SHOES,152BERLIN,MIEL,MIEL,1,79748,0,0,0,0,0
43,PRICE SHOES WEB,022M4122-1200-19318,OROR,OROROSA,1,50370,0,0,0,0,0
1,PRICE SHOES,7731C033,CAFE,CAFE,1,19286,0,0,0,0,0
36,PRICE SHOES,882GABRIELA,MIEL,MIEL,0,0,0,0,12,0,0
1,PRICE SHOES,732062,MIEL,MIEL,1,67143,0,0,0,0,0
900,BODEGA PRINCIPAL,6631042477,NEGR,NEGRO,0,0,0,1,0,0,0
48,PRICE SHOES # 48,6922080,BLAN,BLANCO,2,58740,0,0,0,0,0
6,PRICE SHOES,522LED,BEIG,BEIGE,2,58740,0,0,0,0,0
44,PRICE SHOES # 44,732010,VINO,VINO,-1,-16765,0,0,0,0,0
1,PRICE SHOES,022B8280-248-13488,NEGR,NEGRO,0,0,0,0,3,0,0
6,PRICE SHOES,602441,AZUL,AZUL,2,45302,0,0,0,0,0
6,PRICE SHOES,022M5230-436-13972,BEIG,BEIGE,2,67142,0,6,0,0,0
46,PRICE SHOES # 46,022P525029,MULT,MULTICOLOR,0,0,0,2,0,0,0
43,PRICE SHOES WEB,663103B19AZUL,AREN,ARENA,2,188949,0,0,0,0,0
6,PRICE SHOES,022M5196362,NEGR,NEGRO,4,100672,0,1,0,0,0
24,PRICE SHOES,022M5667-404-7800,NEGR,NEGRO,2,75546,0,0,0,0,0
45,PRICE SHOES # 45,663121021,GRIS,GRIS,2,113319,0,0,0,0,0
6,PRICE SHOES,022M5627-120-17788,VINO,VINO,1,41975,0,0,0,0,0
36,PRICE SHOES,522CRISTIAN,ORO,ORO,0,0,0,0,13,0,0
24,PRICE SHOES,022M5291-318-14433,OROR,OROROSA,1,25168,0,0,0,0,0
7,PRICE SHOES,5229270,PLOM,PLOMO,1,33571,0,0,0,0,0
39,PRICE SHOES,732061,AZUL,AZUL,1,67143,0,0,0,0,0
6,PRICE SHOES,934LF1005-R,FUCS,FUCSIA,1,125966,0,0,0,0,0
1,PRICE SHOES,462DELIMA,BEIG,BEIGE,1,33571,0,0,0,0,0
45,PRICE SHOES # 45,742CRISTY,MIEL,MIEL,1,35672,0,0,0,0,0
43,PRICE SHOES WEB,773C098,AZUL,AZUL,1,30857,0,0,0,0,0
21,PRICE SHOES,022B8359111,NEGR,NEGRO,1,20966,0,0,0,0,0
46,PRICE SHOES # 46,692306,NEGR,NEGRO,2,58740,0,0,0,0,0
24,PRICE SHOES,122B10,NEGR,NEGRO,1,33571,0,1,0,0,0
6,PRICE SHOES,022B8359109,OROR,OROROSA,1,20966,0,0,0,0,0
37,PRICE SHOES,792500G,NEGR,NEGRO,1,21765,0,0,0,0,0
30,PRICE SHOES,962NINA,NEGR,NEGRO,-1,-37773,0,0,0,0,0
48,PRICE SHOES # 48,9326099-5-1,BEIG,BEIGE,2,67143,0,0,0,0,0
46,PRICE SHOES # 46,022M6387-111-15927,CREM,CREMA,2,75546,0,0,0,0,0
45,PRICE SHOES # 45,91021MUCURA,MULT,MULTICOLOR,1,20966,0,0,0,0,0
47,PRICE SHOES # 47,69205,BEIG,BEIGE,1,25168,0,0,0,0,0
42,PRICE SHOES,7721K200,BLAN,BLANCO,1,12563,0,0,0,0,0
1,PRICE SHOES,882P17,CHAM,CHAMPANA,1,37773,0,0,0,0,0
6,PRICE SHOES,022M1184-1101-13488,ROJO,ROJO,1,37773,0,0,0,0,0
6,PRICE SHOES,022B8359111,NEGR,NEGRO,1,20966,0,0,0,0,0
46,PRICE SHOES # 46,022B4222-104-7800,BEIG,BEIGE,2,75546,0,0,0,0,0
42,PRICE SHOES,6922733,BLAN,BLANCO,1,29370,0,0,0,0,0
36,PRICE SHOES,882ANGELA,ROJO,ROJO,1,33571,0,0,0,0,0
22,PRICE SHOES,1122061,MIEL,MIEL,1,58739,0,0,0,0,0
46,PRICE SHOES # 46,66330019101-09,GENE,GENERICO,1,62983,0,0,0,0,0
900,BODEGA PRINCIPAL,6631042443,AZUL,AZUL,0,0,0,3,0,0,0
1,PRICE SHOES,022P744073-4,MULT,MULTICOLOR,0,0,0,0,1,0,0
1,PRICE SHOES,022P714105-12,MULT,MULTICOLOR,0,0,0,0,1,0,0
1,PRICE SHOES,022P744071-2,MULT,MULTICOLOR,0,0,0,0,4,0,0
46,PRICE SHOES # 46,022M8321-725-9913,NUDE,NUDE,0,0,0,1,0,0,0
45,PRICE SHOES # 45,882P26,MIEL,MIEL,4,151092,0,0,0,0,0
43,PRICE SHOES WEB,022M5255633,NEGR,NEGRO,1,34202,0,0,0,0,0
44,PRICE SHOES # 44,522BETTY,NEGR,NEGRO,1,33571,0,2,0,0,0
1,PRICE SHOES,022B8359111,BLAN,BLANCO,3,62898,0,0,0,0,0
1,PRICE SHOES,022M8381-101-11079,NEGR,NEGRO,1,33571,0,0,0,0,0
22,PRICE SHOES,502005,NEGR,NEGRO,9,339957,0,0,0,0,0
22,PRICE SHOES,773HELIO,NEGR,NEGRO,1,67143,0,0,0,0,0
48,PRICE SHOES # 48,502005,NEGR,NEGRO,4,151092,0,0,0,0,0
21,PRICE SHOES,732010,NEGR,NEGRO,0,0,0,0,2,0,0
6,PRICE SHOES,022B8379-207-9569,NUDE,NUDE,1,37773,0,0,0,0,0
24,PRICE SHOES,732045,CAME,CAMEL,0,0,0,1,0,0,0
44,PRICE SHOES # 44,732010,MIEL,MIEL,1,16765,0,0,2,0,0
46,PRICE SHOES # 46,022B8379-207-9569,BLAN,BLANCO,2,75546,0,0,0,0,0
1,PRICE SHOES,732PANDERETA,MOST,MOSTAZA,1,50336,0,0,0,0,0
38,PRICE SHOES,732PANDERETA,AZUL,AZUL,0,0,0,0,1,0,0
21,PRICE SHOES,7721KS20,NEGR,NEGRO,0,0,0,0,4,0,0
43,PRICE SHOES WEB,272REEF,GRIS,GRIS,1,43630,0,0,0,0,0
40,PRICE SHOES,022M50271223,CAME,CAMEL,1,25168,0,0,0,0,0
46,PRICE SHOES # 46,022PICA111087-3,MULT,MULTICOLOR,0,0,0,2,0,0,0
47,PRICE SHOES # 47,9322018-F7,BEIG,BEIGE,2,75546,0,0,0,0,0
30,PRICE SHOES,692202,ROJO,ROJO,3,82236,0,0,0,0,0
1,PRICE SHOES,522LED,BEIG,BEIGE,4,117480,0,0,0,0,0
48,PRICE SHOES # 48,602441,NEGR,NEGRO,1,25168,0,0,0,0,0
6,PRICE SHOES,522CROSS,AZUL,AZUL,6,302142,0,0,0,0,0
37,PRICE SHOES,882P14,NUDE,NUDE,1,37773,0,0,0,0,0
24,PRICE SHOES,732065,NEGR,NEGRO,2,75546,0,0,0,0,0
6,PRICE SHOES,882VIOLETA,NEGR,NEGRO,1,37773,0,0,0,0,0
47,PRICE SHOES # 47,732061,BLAN,BLANCO,1,33571,0,0,0,0,0
43,PRICE SHOES WEB,742CRISTY,ROJO,ROJO,1,67152,0,0,0,0,0
24,PRICE SHOES,232688,MIEL,MIEL,5,169943,0,0,0,0,0
21,PRICE SHOES,152CHICAGO,NUDE,NUDE,1,79748,0,1,0,0,0
46,PRICE SHOES # 46,022P130185-148,MULT,MULTICOLOR,0,0,0,4,0,0,0
22,PRICE SHOES,272DONA,AZUL,AZUL,1,37773,0,0,0,0,0
21,PRICE SHOES,732PANDERETA,AZUL,AZUL,0,0,0,0,2,0,0
6,PRICE SHOES,663103B19AZUL,AREN,ARENA,0,0,0,0,1,0,0
22,PRICE SHOES,522CAMILA,PLAT,PLATA,-1,-47000,0,0,0,0,0
46,PRICE SHOES # 46,022P749018-1,MULT,MULTICOLOR,1,62983,0,3,0,0,0
1,PRICE SHOES,022M5667-302-7800,NUDE,NUDE,2,83950,0,0,0,0,0
1,PRICE SHOES,022P714104-26,MULT,MULTICOLOR,0,0,0,0,1,0,0
44,PRICE SHOES # 44,4727308,NEGR,NEGRO,0,0,0,0,10,0,0
43,PRICE SHOES WEB,6631042497,CAOB,CAOBA,3,191394,0,0,0,0,0
24,PRICE SHOES,342011,BEIG,BEIGE,2,75546,0,0,0,0,0
22,PRICE SHOES,022M5627-320-18489,CAME,CAMEL,1,41975,0,0,0,0,0
1,PRICE SHOES,022P131083-5,MULT,MULTICOLOR,0,0,0,0,1,0,0
24,PRICE SHOES,102081,NEGR,NEGRO,3,151522,0,0,0,0,0
30,PRICE SHOES,522ITALY,AZUL,AZUL,1,37773,0,0,0,0,0
25,PRICE SHOES,7721KS20,NUDE,NUDE,1,19244,0,0,0,0,0
45,PRICE SHOES # 45,882VIOLETA,AZUL,AZUL,1,37773,0,0,0,0,0
21,PRICE SHOES,732PANDERETA,CAFE,CAFE,0,0,0,0,2,0,0
45,PRICE SHOES # 45,522ITALY,AZUL,AZUL,2,75546,0,0,0,0,0
24,PRICE SHOES,152CUSCO,AZUL,AZUL,2,95698,0,0,0,0,0
43,PRICE SHOES WEB,6631042460,NEGR,NEGRO,3,191394,0,0,0,0,0
45,PRICE SHOES # 45,022B4122-957-13488,NUDE,NUDE,2,50336,0,0,0,0,0
1,PRICE SHOES,022P749018-1,MULT,MULTICOLOR,0,0,0,0,3,0,0
42,PRICE SHOES,152CHICAGOTEX,NEGR,NEGRO,1,79748,0,0,0,0,0
1,PRICE SHOES,022A4804102,ROSA,ROSADO,0,0,0,0,1,0,0
47,PRICE SHOES # 47,932A28923-23,BEIG,BEIGE,3,113319,0,0,0,0,0
47,PRICE SHOES # 47,882P17,NEGR,NEGRO,1,37773,0,0,0,0,0
1,PRICE SHOES,022P111081-10,MULT,MULTICOLOR,0,0,0,0,1,0,0
6,PRICE SHOES,663106155,GRIS,GRIS,1,39874,0,0,0,0,0
1,PRICE SHOES,862504,CAFE,CAFE,-1,-21765,0,0,0,0,0
6,PRICE SHOES,934LH003,AZUL,AZUL,0,0,0,8,0,0,0
46,PRICE SHOES # 46,022P744071-2,MULT,MULTICOLOR,0,0,0,4,0,0,0
30,PRICE SHOES,232VIRGINIA,TIER,TIERRA,3,100713,0,0,0,0,0
45,PRICE SHOES # 45,69205,AZUL,AZUL,1,25168,0,0,0,0,0
22,PRICE SHOES,912021CHICAMOCHA,MULT,MULTICOLOR,1,41933,0,0,0,0,0
24,PRICE SHOES,732061,NEGR,NEGRO,1,47000,0,0,0,0,0
30,PRICE SHOES,022M1290-500-18982,BLAN,BLANCO,1,41975,0,4,0,0,0
47,PRICE SHOES # 47,022M5094-1116-5881,NEGR,NEGRO,5,125840,0,0,0,0,0
24,PRICE SHOES,482TRESTE,NEGR,NEGRO,12,301914,0,0,0,0,0
6,PRICE SHOES,022M5627-119-17788,VINO,VINO,1,41975,0,0,0,0,0
40,PRICE SHOES,732051,NEGR,NEGRO,2,67142,0,0,0,0,0
6,PRICE SHOES,022B8367-206-13488,BLAN,BLANCO,1,29370,0,0,0,0,0
45,PRICE SHOES # 45,962TRINI,AZUL,AZUL,1,41933,0,0,0,0,0
37,PRICE SHOES,882SOFFY,MIEL,MIEL,1,37773,0,0,0,0,0
7,PRICE SHOES,882VIOLETA,AZUL,AZUL,1,37773,0,0,0,0,0
6,PRICE SHOES,022M5655-201-14187,NEGR,NEGRO,3,88110,0,0,0,0,0
24,PRICE SHOES,663106181,GRIS,GRIS,1,55824,0,0,0,0,0
6,PRICE SHOES,022B8280-248-13488,NEGR,NEGRO,4,167900,0,3,0,0,0
25,PRICE SHOES,6922701,MIEL,MIEL,3,62898,0,0,0,0,0
46,PRICE SHOES # 46,9326099-5-1,BEIG,BEIGE,1,33571,0,0,0,0,0
1,PRICE SHOES,022M6291-900-13488,NUDE,NUDE,0,0,0,0,3,0,0
6,PRICE SHOES,882EDY,NEGR,NEGRO,1,30218,0,2,0,0,0
36,PRICE SHOES,542881,NEGR,NEGRO,2,67142,0,0,0,0,0
21,PRICE SHOES,732010,MOST,MOSTAZA,0,0,0,0,1,0,0
1,PRICE SHOES,022M1185-163-15955,ROSA,ROSADO,0,0,0,0,1,0,0
43,PRICE SHOES WEB,022V3068-100-13967,NEGR,NEGRO,2,130992,0,0,0,0,0
6,PRICE SHOES,022M1220-224-14220,AZUL,AZUL,2,75546,0,0,0,0,0
37,PRICE SHOES,663110394,AVEL,AVELLANA,1,46176,0,0,0,0,0
39,PRICE SHOES,732PANDERETA,CAFE,CAFE,0,0,0,0,2,0,0
24,PRICE SHOES,773HELIO,VERD,VERDE,1,47000,0,0,0,0,0
24,PRICE SHOES,6631042489,NEGR,NEGRO,1,55824,0,0,0,0,0
30,PRICE SHOES,022V6408-101-18419,CAME,CAMEL,0,0,0,6,0,0,0
39,PRICE SHOES,6631111601,NEGR,NEGRO,0,0,0,0,1,0,0
1,PRICE SHOES,022P525029,MULT,MULTICOLOR,0,0,0,0,2,0,0
24,PRICE SHOES,452028,BEIG,BEIGE,1,35235,0,0,0,0,0
6,PRICE SHOES,022B8359100,GENE,GENERICO,1,20966,0,0,0,0,0
42,PRICE SHOES,152BERLIN,NEGR,NEGRO,1,79748,0,0,0,0,0
39,PRICE SHOES,732PANDERETA,NEGR,NEGRO,1,25168,0,0,0,0,0
43,PRICE SHOES WEB,752CLEMENCIA,NUDE,NUDE,1,53714,0,0,0,0,0
46,PRICE SHOES # 46,022V1131-529-17653,BEIG,BEIGE,2,75546,0,1,0,0,0
